Nx,Ny,Particles,Iteration,Interp(s),Mover(s),Total(s),Deleted
500,200,100000000,3,1.128314,0.554010,1.682324,191022
500,200,100000000,4,1.126403,0.554743,1.681146,164912
500,200,100000000,5,1.127318,0.559883,1.687201,147084
500,200,100000000,6,1.157114,0.552148,1.709262,134359
500,200,100000000,7,1.150366,0.554175,1.704541,124121
500,200,100000000,8,1.126009,0.552087,1.678096,116596
500,200,100000000,9,1.127354,0.552020,1.679375,110317
500,200,100000000,10,1.126623,0.553206,1.679829,104815
500,200,1000000000,1,11.292284,5.596774,16.889058,3499563
500,200,1000000000,2,11.267872,5.576873,16.844745,2341835
500,200,1000000000,3,11.267782,5.552500,16.820282,1906903
500,200,1000000000,4,11.295077,5.531169,16.826246,1645917
500,200,1000000000,5,11.318054,5.524121,16.842174,1470830
500,200,1000000000,6,11.273299,5.550600,16.823899,1342978
500,200,1000000000,7,11.281773,5.557128,16.838900,1242884
500,200,1000000000,8,11.297904,5.583467,16.881371,1163120
500,200,1000000000,9,11.298441,5.541477,16.839918,1099711
500,200,1000000000,10,11.284709,5.541346,16.826055,1041798
1000,400,100,1,0.001066,0.000001,0.001067,0
1000,400,100,2,0.000176,0.000001,0.000177,2
1000,400,100,3,0.000176,0.000001,0.000177,0
1000,400,100,4,0.000176,0.000001,0.000177,0
1000,400,100,5,0.000176,0.000001,0.000177,1
1000,400,100,6,0.000176,0.000001,0.000177,1
1000,400,100,7,0.000214,0.000001,0.000214,0
1000,400,100,8,0.000224,0.000001,0.000224,0
1000,400,100,9,0.000176,0.000001,0.000177,0
1000,400,100,10,0.000176,0.000001,0.000176,0
1000,400,10000,1,0.001334,0.000062,0.001396,11
1000,400,10000,2,0.000468,0.000056,0.000524,18
1000,400,10000,3,0.000455,0.000056,0.000511,14
1000,400,10000,4,0.000457,0.000056,0.000513,14
1000,400,10000,5,0.000458,0.000056,0.000514,8
1000,400,10000,6,0.000449,0.000061,0.000511,10
1000,400,10000,7,0.000501,0.000075,0.000576,13
1000,400,10000,8,0.000457,0.000056,0.000512,9
1000,400,10000,9,0.000462,0.000056,0.000518,6
1000,400,10000,10,0.000460,0.000056,0.000516,12
1000,400,1000000,1,0.013254,0.005459,0.018713,1768
1000,400,1000000,2,0.012553,0.005517,0.018070,1213
1000,400,1000000,3,0.012562,0.005487,0.018049,892
1000,400,1000000,4,0.012545,0.005490,0.018035,842
1000,400,1000000,5,0.012473,0.005622,0.018096,707
1000,400,1000000,6,0.012532,0.005611,0.018143,715
1000,400,1000000,7,0.012602,0.005539,0.018141,655
1000,400,1000000,8,0.012508,0.005482,0.017990,596
1000,400,1000000,9,0.012877,0.005538,0.018415,561
1000,400,1000000,10,0.012480,0.005524,0.018004,564
1000,400,100000000,1,1.155103,0.554827,1.709930,174784
1000,400,100000000,2,1.155796,0.552333,1.708129,116735
1000,400,100000000,3,1.156085,0.571145,1.727230,94780
1000,400,100000000,4,1.167186,0.552966,1.720152,81479
1000,400,100000000,5,1.157787,0.552284,1.710071,72640
1000,400,100000000,6,1.158619,0.552839,1.711459,66858
1000,400,100000000,7,1.158033,0.553216,1.711249,62307
1000,400,100000000,8,1.157706,0.552012,1.709717,57417
1000,400,100000000,9,1.157943,0.565696,1.723639,54747
1000,400,100000000,10,1.157388,0.553537,1.710925,51723
1000,400,1000000000,1,11.452119,5.542759,16.994879,1750151
1000,400,1000000000,2,11.431980,5.528170,16.960151,1167851
1000,400,1000000000,3,11.450245,5.531043,16.981288,950630
1000,400,1000000000,4,11.445127,5.538811,16.983938,820868
1000,400,1000000000,5,11.429001,5.519671,16.948672,733757
1000,400,1000000000,6,11.453316,5.506555,16.959871,668287
1000,400,1000000000,7,11.441107,5.514459,16.955566,617684
1000,400,1000000000,8,11.434846,5.510050,16.944897,577841
1000,400,1000000000,9,11.422809,5.598102,17.020911,545021
1000,400,1000000000,10,11.416325,5.516433,16.932758,515487
